followers_count,following_count,followers_following_ratio,account_age_days,bio_length,has_profile_pic,posts_per_day,avg_likes,avg_comments,hashtags_per_post,has_url_in_bio,posting_regularity,content_repetition_score,engagement_consistency,is_fake
86,31,2.774193548387097,319,97,1,0.88,3.0,0,4.6,0,0.31,0.18,0.93,0
2311,13,177.76923076923077,1073,3,1,0.04,2.0,0,6.3,0,0.86,0.0,0.93,0
13646,61541,0.22173835329292665,439,35,1,10.62,76.0,1,15.0,0,0.64,0.57,0.19,1
122,46,2.652173913043478,3368,75,1,0.2,16.0,1,6.4,0,0.81,0.15,0.62,0
4942,399,12.385964912280702,76,156,1,4.71,64.0,2,7.9,0,0.54,0.6,0.46,1
88880,9338,9.518098093810238,291,69,1,8.27,491.0,1,20.7,0,0.77,0.67,0.26,1
248,434,0.5714285714285714,2008,78,1,0.08,9.0,0,7.9,0,0.66,0.13,0.52,0
441,3559,0.12391121101432986,23,101,1,24.65,3.0,0,28.5,0,0.84,0.51,0.29,1
52,464,0.11206896551724138,728,131,1,0.94,15.6,1,6.3,0,0.81,0.01,0.81,0
3,39,0.07692307692307693,3366,58,1,0.21,0.8999999999999999,0,5.2,0,0.63,0.16,0.84,0
2857,267,10.700374531835205,87,74,1,3.17,81.0,0,5.2,1,0.59,0.76,0.28,1
7622,31818,0.23954994028537305,82,71,1,6.8,73.0,2,19.2,1,0.8,0.67,0.17,1
6,5,1.2,2864,121,1,0.09,1.7999999999999998,0,1.5,0,0.64,0.22,0.71,0
37716,86542,0.435811513484782,237,32,1,3.8,367.0,3,19.3,1,0.77,0.65,0.32,1
46,4788,0.00960735171261487,108,0,0,26.47,0.0,0,23.9,1,0.95,0.83,0.05,1
13,85,0.15294117647058825,2357,72,1,1.63,0.0,0,1.7,1,0.36,0.24,0.92,0
443,1597,0.2773951158422041,32,104,1,9.99,4.0,0,30.0,1,0.95,0.86,0.26,1
4055,121,33.51239669421488,17,107,1,1.69,50.0,0,8.8,0,0.5,0.69,0.28,1
495,85,5.823529411764706,2393,94,1,0.45,16.0,0,5.8,0,0.61,0.08,0.73,0
115,796,0.1444723618090452,1476,54,1,2.54,9.0,0,1.8,0,0.59,0.06,0.52,0
37532,31648,1.1859201213346815,468,49,1,9.45,110.0,5,24.9,0,0.87,0.53,0.32,1
18,242,0.0743801652892562,331,114,1,0.86,5.3999999999999995,0,2.0,0,0.71,0.04,0.84,0
431,2098,0.20543374642516682,90,136,1,28.88,9.0,0,20.8,1,0.79,0.5,0.15,1
393,2143,0.1833877741483901,54,148,0,10.08,8.0,0,21.3,1,0.73,0.64,0.27,1
58,27,2.1481481481481484,3112,42,1,0.67,7.0,0,7.4,1,0.73,0.03,0.68,0
1229,142,8.654929577464788,2997,111,1,3.64,27.0,3,4.2,0,0.74,0.15,0.78,0
807,563,1.433392539964476,1993,91,1,1.62,23.0,1,0.9,1,0.34,0.13,0.92,0
95948,84661,1.1333199466105999,434,69,1,4.73,644.0,20,16.1,0,0.61,0.38,0.33,1
4196,201,20.875621890547265,9,110,1,2.9,13.0,0,8.4,0,0.41,0.66,0.23,1
68828,44611,1.542848176458721,201,73,1,7.95,311.0,9,22.6,1,0.71,0.56,0.36,1
24,1572,0.015267175572519083,94,9,0,43.93,1.0,0,24.9,0,0.94,0.62,0.19,1
42036,15893,2.6449380230290065,62,36,1,4.86,290.0,6,13.3,0,0.82,0.43,0.37,1
7,16,0.4375,253,73,1,0.41,2.0,0,4.8,1,0.6,0.24,0.73,0
18990,96458,0.19687325053391114,337,71,1,3.14,138.0,5,10.8,0,0.66,0.34,0.21,1
1,100,0.01,1354,81,1,2.03,0.3,0,2.3,1,0.61,0.24,0.75,0
7452,187,39.850267379679146,2321,107,1,0.46,0.0,0,1.0,1,0.85,0.1,0.84,0
425,51,8.333333333333334,584,107,0,0.12,22.0,2,0.9,0,0.78,0.09,0.64,0
82,1777,0.04614518851997749,55,159,1,26.74,0.0,0,21.8,1,0.95,0.86,0.09,1
4241,395,10.736708860759494,69,136,1,4.7,85.0,1,5.1,0,0.49,0.64,0.34,1
2034,9,226.0,2723,61,1,0.48,27.0,1,7.9,0,0.61,0.22,0.66,0
5,19,0.2631578947368421,2614,150,1,0.26,1.5,0,0.7,0,0.5,0.13,0.55,0
1451,163,8.901840490797547,26,69,1,2.99,36.0,1,6.2,1,0.48,0.61,0.29,1
194,365,0.5315068493150685,2981,121,1,1.34,0.0,0,7.8,0,0.81,0.21,0.63,0
31355,5050,6.208910891089109,85,68,1,6.43,85.0,3,10.7,0,0.91,0.54,0.13,1
199,3774,0.05272919978802332,88,137,0,17.48,4.0,0,27.8,1,0.92,0.71,0.07,1
956,192,4.979166666666667,14,84,1,3.69,51.0,0,3.3,1,0.49,0.74,0.33,1
207,174,1.1896551724137931,2772,115,1,0.81,0.0,0,4.9,0,0.77,0.03,0.91,0
9,88,0.10227272727272728,1962,99,1,1.49,1.0,0,0.8,0,0.37,0.06,0.58,0
1448,21,68.95238095238095,3168,74,1,0.74,29.0,2,7.1,1,0.48,0.13,0.58,0
372,354,1.0508474576271187,1343,29,1,1.42,35.0,4,6.5,0,0.54,0.08,0.5,0
5070,62,81.7741935483871,3402,124,1,0.39,9.0,0,5.4,0,0.53,0.14,0.91,0
1004,16,62.75,476,101,0,0.2,18.0,2,7.4,1,0.57,0.23,0.59,0
8,425,0.018823529411764704,2992,28,1,4.11,1.0,0,5.8,1,0.87,0.1,0.91,0
2765,62,44.596774193548384,535,90,1,4.16,38.0,3,0.7,1,0.51,0.03,0.87,0
40,476,0.08403361344537816,3356,125,1,0.64,12.0,1,4.7,0,0.88,0.24,0.8,0
24,541,0.04436229205175601,2845,63,1,1.31,7.199999999999999,0,0.3,1,0.43,0.02,0.83,0
11,870,0.01264367816091954,1511,53,1,0.37,3.3,0,4.0,0,0.78,0.16,0.61,0
2,36,0.05555555555555555,2067,65,1,1.0,0.6,0,0.8,1,0.39,0.09,0.7,0
687,118,5.822033898305085,2122,119,1,0.52,5.0,0,4.8,1,0.47,0.2,0.57,0
134,1113,0.12039532794249776,29,142,0,24.56,7.0,0,22.6,1,0.99,0.53,0.26,1
31,160,0.19375,3240,72,1,0.13,9.299999999999999,1,0.2,1,0.76,0.18,0.79,0
942,857,1.0991831971995332,2643,42,1,1.33,5.0,0,3.9,1,0.41,0.18,0.74,0
38,83,0.4578313253012048,351,113,1,0.74,7.0,1,1.8,0,0.86,0.14,0.61,0
197,31,6.354838709677419,866,78,1,1.24,10.0,0,5.9,1,0.31,0.01,0.6,0
608,143,4.251748251748252,805,90,1,0.59,1.0,0,7.6,1,0.79,0.06,0.67,0
778,437,1.7803203661327232,765,50,1,0.28,10.0,1,6.5,0,0.79,0.14,0.77,0
117,2822,0.04145995747696669,161,151,0,18.69,6.0,0,25.5,0,0.86,0.85,0.1,1
3293,361,9.121883656509695,70,102,1,4.17,9.0,0,8.1,0,0.55,0.63,0.3,1
775,707,1.0961810466760962,2907,129,1,0.14,5.0,0,7.1,1,0.82,0.06,0.71,0
79,300,0.2633333333333333,627,92,1,0.09,5.0,0,5.6,1,0.83,0.18,0.54,0
188,16,11.75,2445,52,1,0.04,14.0,1,1.5,0,0.75,0.13,0.7,0
31,136,0.22794117647058823,3635,123,1,0.24,9.299999999999999,0,7.7,1,0.74,0.24,0.64,0
180,42,4.285714285714286,1502,51,1,0.74,8.0,0,1.4,0,0.81,0.08,0.51,0
63,85,0.7411764705882353,2069,34,1,0.06,18.9,2,7.4,0,0.52,0.08,0.52,0
284,551,0.515426497277677,1528,87,1,0.8,85.2,10,4.8,0,0.92,0.14,0.77,0
90,1266,0.07109004739336493,88,10,1,46.06,0.0,0,26.1,1,0.89,0.81,0.19,1
1053,531,1.9830508474576272,243,69,1,1.19,126.0,8,6.0,0,0.55,0.08,0.93,0
200,3755,0.05326231691078562,63,138,0,23.22,4.0,0,27.5,0,0.93,0.63,0.23,1
0,12,0.0,207,65,1,0.9,0.0,0,7.6,0,0.56,0.24,0.79,0
336,12,28.0,891,106,1,0.06,6.0,0,7.5,0,0.57,0.2,0.88,0
63,26,2.423076923076923,1803,109,1,0.42,2.0,0,6.1,0,0.52,0.13,0.79,0
4328,136,31.823529411764707,20,142,1,1.8,48.0,1,3.4,1,0.31,0.75,0.43,1
14,6845,0.0020452885317750183,98,14,0,21.7,2.0,0,22.4,1,0.89,0.75,0.0,1
174,32,5.4375,2453,86,1,1.3,52.199999999999996,4,0.6,0,0.89,0.1,0.63,0
27901,83822,0.33286010832478347,237,59,1,13.42,81.0,0,12.8,0,0.94,0.52,0.16,1
406,206,1.970873786407767,3167,5,1,0.28,12.0,0,2.7,1,0.72,0.17,0.87,0
169,28,6.035714285714286,791,79,1,0.14,10.0,0,1.6,0,0.83,0.11,0.73,0
21,13,1.6153846153846154,3755,121,1,2.02,6.3,0,0.8,0,0.81,0.02,0.58,0
3795,86,44.127906976744185,82,100,1,2.81,79.0,2,7.2,0,0.48,0.5,0.36,1
245,2,122.5,3822,85,1,1.59,12.0,1,0.2,0,0.93,0.1,0.93,0
63,248,0.2540322580645161,3263,63,1,3.07,2.0,0,5.6,0,0.67,0.24,0.72,0
49932,19458,2.5661424606845515,148,31,1,6.98,377.0,14,24.5,0,0.65,0.44,0.15,1
102,238,0.42857142857142855,1951,86,1,0.14,3.0,0,4.3,1,0.75,0.16,0.59,0
5084,18,282.44444444444446,2900,61,1,1.17,25.0,2,2.7,1,0.38,0.13,0.76,0
7156,7703,0.9289887056990783,375,95,1,10.59,53.0,2,22.4,1,0.73,0.34,0.38,1
67746,93468,0.7248042110668892,202,53,1,13.16,664.0,25,10.5,0,0.82,0.4,0.32,1
5249,62,84.66129032258064,2202,31,1,2.24,2.0,0,0.6,0,0.88,0.02,0.94,0
632,195,3.241025641025641,3008,92,1,0.86,4.0,0,6.8,0,0.36,0.12,0.53,0
479,2687,0.17826572385560105,179,119,1,21.88,8.0,0,27.7,1,0.75,0.58,0.07,1
239,219,1.091324200913242,1123,36,1,0.51,71.7,5,5.9,0,0.35,0.02,0.64,0
139,10,13.9,1929,122,1,0.14,23.0,2,2.7,1,0.8,0.23,0.91,0
40,5568,0.007183908045977011,77,18,0,48.29,2.0,0,16.3,1,0.95,0.82,0.01,1
236,62,3.806451612903226,2243,73,1,1.97,69.0,3,6.8,0,0.63,0.08,0.76,0
98,7005,0.013990007137758744,58,9,0,10.07,0.0,0,16.5,0,0.9,0.69,0.15,1
90301,74265,1.2159294418635966,399,61,1,7.27,502.0,9,19.7,1,0.78,0.62,0.15,1
87,49,1.7755102040816326,3806,53,1,0.29,5.0,0,2.6,0,0.66,0.09,0.7,0
949,203,4.674876847290641,2304,51,1,0.23,4.0,0,0.8,1,0.94,0.17,0.88,0
91,26,3.5,3119,54,0,1.82,14.0,0,6.9,0,0.53,0.18,0.7,0
205,18,11.38888888888889,3795,27,1,2.13,3.0,0,8.0,1,0.37,0.15,0.87,0
42,5057,0.008305319359303936,84,11,0,14.66,1.0,0,23.9,0,0.9,0.67,0.04,1
43,56,0.7678571428571429,3166,66,1,2.51,12.9,1,3.5,0,0.44,0.09,0.67,0
106,102,1.0392156862745099,2220,74,1,1.35,14.0,1,3.3,0,0.8,0.24,0.92,0
74,1578,0.046894803548795945,47,104,1,10.99,3.0,0,27.9,0,0.76,0.77,0.06,1
87,782,0.11125319693094629,1414,45,1,0.55,1.0,0,6.2,0,0.73,0.18,0.63,0
116,103,1.1262135922330097,2383,49,0,0.19,10.0,0,4.8,0,0.32,0.16,0.74,0
6,14,0.42857142857142855,2648,97,1,0.13,1.7999999999999998,0,6.3,0,0.76,0.01,0.8,0
93923,8603,10.917470649773335,484,65,1,12.42,622.0,30,19.3,1,0.88,0.33,0.22,1
14,26,0.5384615384615384,1874,38,1,0.99,4.2,0,4.5,0,0.88,0.14,0.92,0
4418,232,19.04310344827586,80,149,1,2.85,94.0,2,9.8,1,0.39,0.43,0.3,1
73,177,0.4124293785310734,545,81,1,0.63,9.0,0,3.1,0,0.62,0.25,0.56,0
268,72,3.7222222222222223,279,77,1,0.79,1.0,0,0.6,0,0.64,0.14,0.77,0
1136,135,8.414814814814815,3796,73,1,0.97,18.0,1,3.3,1,0.68,0.06,0.7,0
51,31,1.6451612903225807,1185,16,0,0.11,15.299999999999999,2,1.8,0,0.52,0.04,0.89,0
2,146,0.0136986301369863,2188,24,1,0.31,0.6,0,7.6,0,0.83,0.11,0.91,0
87,7041,0.012356199403493822,11,13,0,13.24,2.0,0,20.9,1,0.94,0.82,0.04,1
2872,94,30.5531914893617,290,16,1,1.98,12.0,0,3.2,1,0.62,0.14,0.92,0
2853,9,317.0,2924,104,1,0.48,8.0,0,7.6,0,0.33,0.08,0.71,0
91,2415,0.03768115942028986,40,18,1,37.54,1.0,0,29.2,1,0.99,0.91,0.04,1
609,537,1.1340782122905029,3327,87,1,2.07,13.0,1,0.9,0,0.38,0.15,0.72,0
1401,314,4.461783439490445,7,67,1,4.86,90.0,4,2.7,1,0.63,0.44,0.45,1
329,130,2.5307692307692307,713,75,0,0.63,3.0,0,1.1,1,0.83,0.02,0.79,0
59,4720,0.0125,70,17,0,44.7,0.0,0,19.8,1,0.9,0.86,0.09,1
14,26,0.5384615384615384,1245,75,1,1.22,4.2,0,1.0,0,0.7,0.13,0.67,0
8,60,0.13333333333333333,370,93,1,2.59,2.4,0,7.6,0,0.76,0.25,0.76,0
154,7,22.0,1333,26,0,0.54,13.0,1,5.6,0,0.46,0.13,0.81,0
46,15,3.066666666666667,661,91,1,2.63,3.0,0,1.5,1,0.83,0.14,0.78,0
2177,191,11.397905759162304,19,75,1,3.46,9.0,0,6.8,1,0.61,0.64,0.45,1
49,3171,0.01545253863134658,1,14,1,43.48,1.0,0,25.4,1,0.97,0.62,0.07,1
76918,68401,1.1245157234543355,480,95,1,6.24,245.0,7,10.4,0,0.78,0.64,0.15,1
23,47,0.48936170212765956,2600,53,1,1.26,6.8999999999999995,0,2.8,0,0.83,0.21,0.83,0
109,83,1.3132530120481927,2099,83,1,1.7,15.0,1,1.5,0,0.51,0.06,0.57,0
45,1518,0.029644268774703556,95,8,0,14.19,1.0,0,19.2,0,0.99,0.62,0.13,1
105,222,0.47297297297297297,2381,60,1,0.12,31.5,1,1.2,0,0.44,0.18,0.92,0
535,60,8.916666666666666,550,50,0,0.1,160.5,7,0.2,0,0.48,0.22,0.77,0
247,260,0.95,2005,73,1,0.0,74.1,5,1.1,0,0.61,0.08,0.71,0
2491,487,5.114989733059549,19,128,1,3.78,73.0,2,2.8,1,0.42,0.54,0.3,1
85810,44593,1.9242930504787747,290,57,1,8.75,481.0,1,20.4,0,0.86,0.69,0.23,1
656,302,2.172185430463576,3399,76,1,1.02,9.0,1,7.9,0,0.64,0.08,0.76,0
19,133,0.14285714285714285,1712,130,1,0.03,5.7,0,5.8,1,0.38,0.22,0.85,0
19,41,0.4634146341463415,555,83,1,0.3,5.7,0,1.9,1,0.42,0.2,0.8,0
2888,354,8.158192090395481,78,65,1,4.65,30.0,0,2.5,0,0.4,0.63,0.21,1
96,1864,0.05150214592274678,87,17,0,39.68,2.0,0,28.2,1,0.93,0.66,0.04,1
16,30,0.5333333333333333,1536,81,1,1.29,3.0,0,4.3,0,0.72,0.13,0.65,0
59,86,0.686046511627907,531,59,1,0.95,17.7,0,4.9,1,0.81,0.25,0.74,0
20,294,0.06802721088435375,975,100,1,0.47,6.0,0,5.4,0,0.74,0.16,0.95,0
12,6311,0.0019014419267944858,69,5,0,31.0,1.0,0,27.3,1,0.91,0.87,0.17,1
5,566,0.0088339222614841,3140,43,1,0.79,1.5,0,1.4,1,0.5,0.03,0.75,0
458,4039,0.11339440455558307,10,127,1,12.02,4.0,0,28.9,1,0.89,0.64,0.17,1
46,4259,0.010800657431321907,113,5,0,36.18,1.0,0,27.2,1,0.86,0.92,0.04,1
250,1273,0.19638648860958366,3554,45,1,0.26,9.0,0,1.0,0,0.69,0.07,0.83,0
65,3599,0.018060572381217006,11,0,0,35.42,0.0,0,29.9,0,0.92,0.87,0.18,1
25,1904,0.013130252100840336,85,17,0,35.75,0.0,0,25.7,1,0.94,0.62,0.18,1
151,3063,0.04929807378387202,165,134,0,5.39,9.0,0,26.9,0,0.94,0.63,0.18,1
72,4822,0.01493156366652841,167,107,0,12.89,3.0,0,25.8,1,0.91,0.5,0.09,1
292,650,0.4492307692307692,322,77,1,0.11,4.0,0,1.8,1,0.57,0.08,0.64,0
196,47,4.170212765957447,565,92,1,1.0,53.0,6,5.3,1,0.86,0.18,0.67,0
1447,3,482.3333333333333,3780,64,1,1.26,3.0,0,0.7,1,0.63,0.1,0.52,0
18,4928,0.0036525974025974025,48,12,0,44.66,2.0,0,22.0,1,0.95,0.88,0.16,1
6769,57759,0.1171938572343704,103,86,1,12.7,49.0,1,21.3,1,0.81,0.49,0.22,1
99394,46458,2.1394377717508286,474,48,1,14.79,870.0,35,23.3,1,0.65,0.65,0.38,1
364,4643,0.07839758776653026,135,156,1,13.55,8.0,0,28.1,1,0.89,0.7,0.05,1
56502,75894,0.7444857300972408,75,97,1,5.67,118.0,4,24.1,0,0.89,0.61,0.13,1
1174,57,20.596491228070175,414,88,1,0.79,8.0,0,4.8,0,0.37,0.15,0.81,0
364,25,14.56,1326,139,1,2.95,68.0,2,3.1,0,0.71,0.1,0.54,0
322,4784,0.0673076923076923,147,127,1,9.76,7.0,0,21.1,0,0.72,0.54,0.11,1
48177,65619,0.7341928404882733,442,48,1,7.39,480.0,12,17.6,1,0.8,0.41,0.22,1
254,142,1.7887323943661972,3106,107,1,0.11,5.0,0,7.5,1,0.9,0.07,0.91,0
14,422,0.03317535545023697,214,54,1,2.08,4.2,0,1.9,0,0.53,0.23,0.85,0
187,3,62.333333333333336,2213,92,1,0.04,8.0,0,4.2,0,0.48,0.03,0.87,0
81847,74249,1.1023313445298926,274,49,1,8.34,88.0,0,19.0,0,0.63,0.36,0.29,1
671,9,74.55555555555556,325,68,1,1.36,18.0,1,0.0,0,0.33,0.17,0.94,0
337,505,0.6673267326732674,3352,110,1,2.69,0.0,0,6.3,0,0.62,0.11,0.63,0
82,260,0.3153846153846154,3969,113,1,0.61,24.599999999999998,3,4.8,1,0.66,0.13,0.87,0
25,1860,0.013440860215053764,117,0,0,12.53,0.0,0,27.2,1,0.99,0.61,0.18,1
93,5069,0.018346813967251924,62,0,1,41.54,1.0,0,15.7,1,0.97,0.72,0.08,1
58,340,0.17058823529411765,3346,82,1,0.1,6.0,0,5.6,1,0.77,0.02,0.64,0
333,16,20.8125,2332,53,1,0.7,9.0,1,4.6,0,0.59,0.11,0.73,0
51,5,10.2,838,55,1,0.87,15.299999999999999,1,5.9,0,0.38,0.18,0.6,0
170,3520,0.048295454545454544,68,114,0,25.23,6.0,0,27.8,0,0.81,0.53,0.2,1
10,2714,0.0036845983787767134,50,11,0,44.06,2.0,0,27.1,0,0.96,0.62,0.03,1
2702,139,19.43884892086331,23,121,1,1.41,11.0,0,2.8,1,0.46,0.54,0.2,1
43,7055,0.006094968107725017,72,11,1,40.22,2.0,0,16.5,1,0.99,0.98,0.1,1
52114,13743,3.7920395837881102,230,90,1,14.87,225.0,3,10.8,1,0.65,0.62,0.3,1
675,13,51.92307692307692,3825,103,1,2.51,6.0,0,7.8,0,0.92,0.11,0.74,0
37398,19659,1.9023348084846634,389,70,1,14.55,343.0,11,18.5,0,0.62,0.31,0.35,1
36,26,1.3846153846153846,463,102,1,1.67,6.0,0,3.6,1,0.77,0.24,0.87,0
2,87,0.022988505747126436,3281,91,1,0.67,0.6,0,1.1,1,0.87,0.01,0.84,0
29,1777,0.016319639842431063,24,0,1,38.64,1.0,0,15.3,1,0.91,0.96,0.1,1
4322,63,68.60317460317461,26,91,1,2.96,73.0,3,7.4,0,0.69,0.77,0.26,1
65,3751,0.0173287123433751,155,146,0,25.95,2.0,0,22.3,1,0.92,0.81,0.08,1
12,292,0.0410958904109589,1830,83,1,0.43,3.5999999999999996,0,0.7,1,0.4,0.12,0.74,0
65748,89721,0.7328050289229946,497,69,1,7.18,526.0,26,12.1,0,0.78,0.51,0.4,1
76,855,0.08888888888888889,2740,99,1,0.9,11.0,1,1.4,1,0.82,0.04,0.58,0
119,2376,0.050084175084175085,187,151,1,22.75,1.0,0,27.5,0,0.84,0.79,0.21,1
62,499,0.12424849699398798,730,56,1,0.02,11.0,1,3.9,0,0.43,0.09,0.58,0
218,1977,0.11026808295397066,12,152,1,26.95,6.0,0,26.2,0,0.94,0.7,0.14,1
24,255,0.09411764705882353,932,37,1,0.37,6.0,0,4.3,1,0.4,0.22,0.7,0
249,20,12.45,1616,71,1,0.29,74.7,3,3.1,0,0.73,0.14,0.94,0
69,1584,0.043560606060606064,73,143,1,14.04,9.0,0,27.9,1,0.87,0.52,0.05,1
106,1342,0.07898658718330849,2178,102,1,0.99,0.0,0,1.9,0,0.31,0.18,0.55,0
52,7,7.428571428571429,1090,26,1,1.43,4.0,0,5.1,0,0.5,0.06,0.6,0
833,147,5.666666666666667,1744,105,1,0.55,0.0,0,7.4,1,0.6,0.24,0.91,0
22928,66572,0.3444090608664303,286,98,1,9.12,30.0,0,14.0,1,0.92,0.68,0.32,1
3,404,0.007425742574257425,1068,85,0,3.27,0.8999999999999999,0,3.5,0,0.74,0.03,0.65,0
1373,6,228.83333333333334,2645,106,1,2.31,28.0,2,6.9,1,0.32,0.14,0.65,0
28,149,0.18791946308724833,3538,60,1,0.74,8.4,0,2.2,0,0.75,0.16,0.74,0
1037,506,2.049407114624506,2315,73,1,1.77,8.0,0,7.4,0,0.77,0.03,0.62,0
316,569,0.5553602811950791,1683,114,1,1.63,10.0,0,6.2,0,0.42,0.11,0.57,0
1,306,0.0032679738562091504,185,107,1,0.34,0.3,0,2.9,1,0.67,0.03,0.54,0
275,162,1.6975308641975309,333,80,0,1.69,6.0,0,3.1,0,0.78,0.09,0.57,0
475,2702,0.1757957068837898,121,155,1,11.29,3.0,0,23.8,1,0.91,0.62,0.23,1
26,528,0.04924242424242424,3339,57,1,0.1,7.8,1,6.7,1,0.49,0.2,0.92,0
443,3266,0.13563992651561543,28,147,1,6.28,8.0,0,27.6,1,0.83,0.51,0.14,1
228,3661,0.06227806610215788,155,121,1,7.07,5.0,0,27.5,1,0.87,0.85,0.12,1
3579,356,10.053370786516854,43,147,1,3.79,69.0,1,4.3,1,0.68,0.5,0.36,1
63,3750,0.0168,59,11,0,39.18,0.0,0,26.0,1,0.97,0.63,0.06,1
499,102,4.892156862745098,595,82,0,3.66,6.0,0,3.7,0,0.66,0.16,0.89,0
1447,464,3.1185344827586206,78,100,1,1.02,85.0,2,4.3,0,0.6,0.63,0.27,1
431,317,1.359621451104101,582,94,1,0.36,49.0,6,5.8,1,0.57,0.22,0.52,0
67,7150,0.009370629370629371,104,14,0,13.14,1.0,0,24.6,1,0.95,0.74,0.05,1
75,2253,0.033288948069241014,82,11,0,44.1,2.0,0,23.1,0,0.86,0.66,0.19,1
58,7,8.285714285714286,3727,108,1,0.16,4.0,0,1.9,0,0.33,0.15,0.77,0
83,5955,0.013937867338371117,15,6,0,45.14,0.0,0,24.3,1,0.86,0.82,0.03,1
627,2,313.5,2658,40,1,0.19,2.0,0,0.5,1,0.51,0.24,0.77,0
89,216,0.41203703703703703,3312,103,1,2.13,26.7,0,1.9,0,0.42,0.17,0.74,0
2,28,0.07142857142857142,3582,108,1,0.08,0.6,0,6.6,1,0.36,0.08,0.68,0
833,298,2.795302013422819,9,105,1,2.59,20.0,0,3.3,1,0.48,0.45,0.29,1
291,180,1.6166666666666667,9,116,1,1.46,50.0,0,7.8,1,0.37,0.7,0.22,1
40848,65044,0.628005657708628,427,86,1,3.97,210.0,7,16.0,1,0.86,0.5,0.2,1
57,67,0.8507462686567164,2668,87,1,0.42,17.099999999999998,2,1.5,1,0.92,0.0,0.94,0
10829,344,31.4796511627907,2714,66,1,1.53,27.0,1,7.8,0,0.63,0.25,0.54,0
518,325,1.593846153846154,2546,120,0,0.01,6.0,0,6.9,0,0.82,0.22,0.84,0
151,63,2.3968253968253967,323,103,0,0.62,14.0,1,7.6,0,0.34,0.12,0.61,0
47,510,0.09215686274509804,423,49,1,0.87,2.0,0,2.0,1,0.5,0.09,0.95,0
51,4666,0.01093013287612516,115,10,0,31.65,0.0,0,21.4,0,0.87,0.62,0.07,1
30,6,5.0,3737,49,1,0.77,9.0,0,3.9,1,0.32,0.07,0.71,0
421,140,3.007142857142857,3568,98,1,0.14,75.0,10,4.9,1,0.37,0.17,0.5,0
458,2646,0.17309145880574453,94,126,0,24.15,3.0,0,26.3,0,0.76,0.72,0.19,1
104,120,0.8666666666666667,1428,90,1,0.31,2.0,0,5.5,0,0.86,0.19,0.53,0
148,13,11.384615384615385,2819,110,1,0.14,44.4,4,4.8,1,0.76,0.11,0.8,0
79,3725,0.021208053691275167,4,18,0,39.33,0.0,0,15.6,1,0.89,0.92,0.19,1
6952,28,248.28571428571428,1852,93,1,2.16,0.0,0,4.0,1,0.78,0.01,0.71,0
66483,49829,1.334223042806398,313,81,1,13.21,142.0,1,14.2,1,0.74,0.57,0.22,1
39,62,0.6290322580645161,1311,76,1,0.5,2.0,0,5.9,1,0.66,0.04,0.5,0
215,46,4.673913043478261,1915,95,1,0.08,28.0,3,1.7,1,0.44,0.12,0.83,0
2151,495,4.345454545454546,14,78,1,3.05,87.0,1,4.8,1,0.63,0.57,0.46,1
241,3673,0.06561393955894364,136,101,1,13.34,6.0,0,25.6,1,0.89,0.76,0.11,1
30,451,0.06651884700665188,2925,68,1,0.76,1.0,0,2.0,0,0.43,0.14,0.7,0
89,5344,0.016654191616766467,63,11,0,17.12,1.0,0,22.3,0,0.98,0.66,0.09,1
84,4301,0.01953034178098117,102,9,0,17.41,1.0,0,29.0,1,0.98,0.91,0.15,1
35,5434,0.006440927493559073,2,0,0,24.33,1.0,0,25.7,0,0.89,0.72,0.09,1
244,2049,0.11908247925817472,99,126,1,27.59,8.0,0,27.6,0,0.82,0.65,0.23,1
47,15,3.1333333333333333,750,0,1,2.13,14.1,0,3.9,0,0.82,0.0,0.64,0
11,57,0.19298245614035087,604,51,1,4.34,3.3,0,3.8,0,0.81,0.19,0.66,0
32,12,2.6666666666666665,3463,67,0,0.73,9.6,0,0.3,1,0.42,0.19,0.6,0
187,4046,0.046218487394957986,101,150,0,29.24,2.0,0,27.7,1,0.83,0.67,0.27,1
47,6571,0.007152640389590625,40,0,1,23.84,2.0,0,28.2,1,0.96,0.91,0.13,1
62,341,0.18181818181818182,1581,26,1,0.39,3.0,0,7.2,1,0.75,0.09,0.7,0
25,2457,0.010175010175010175,115,10,1,41.46,0.0,0,20.4,1,0.9,0.71,0.06,1
186,179,1.0391061452513966,1179,94,1,1.02,7.0,0,3.3,1,0.64,0.23,0.86,0
52,46,1.1304347826086956,3523,52,1,0.44,0.0,0,5.3,0,0.81,0.08,0.73,0
236,242,0.9752066115702479,1426,71,1,0.84,70.8,3,0.9,1,0.61,0.01,0.9,0
167,28,5.964285714285714,3679,93,1,0.53,4.0,0,4.5,1,0.62,0.23,0.78,0
492,24,20.5,1526,44,1,0.09,9.0,0,0.8,0,0.67,0.18,0.69,0
89,1020,0.08725490196078431,1819,70,1,2.24,26.7,3,6.6,1,0.39,0.01,0.61,0
1152,67,17.19402985074627,3837,77,1,0.78,1.0,0,1.6,0,0.32,0.2,0.51,0
29185,33442,0.8727049817594641,341,97,1,5.57,201.0,0,23.6,1,0.76,0.43,0.3,1
41,320,0.128125,1159,99,1,0.48,1.0,0,7.8,1,0.62,0.1,0.54,0
217,3680,0.058967391304347826,34,142,1,17.16,1.0,0,22.8,1,0.79,0.59,0.29,1
121,158,0.7658227848101266,1166,72,1,0.18,1.0,0,0.2,0,0.8,0.08,0.75,0
